Habit,Date,Value,Unit,Memo,Tag,Habit Type
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2023-10-04,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-02-06,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-02-07,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-02-10,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-02-11,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-02-13,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-02-14,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-02-15,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-02-16,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-02-17,0,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-02-19,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-02-20,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-02-23,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-02-29,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-03-07,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-03-31,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-06,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-07,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-08,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-10,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-11,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-13,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-14,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-15,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-17,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-19,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-20,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-21,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-22,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-23,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-25,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-26,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-27,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-28,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-29,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-04-30,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-01,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-02,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-04,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-05,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-06,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-07,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-08,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-13,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-15,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-16,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-17,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-18,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-19,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-20,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-21,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-26,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-27,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-28,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-29,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-05-31,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-06-01,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-06-03,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-06-04,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-06-05,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-06-06,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-06-08,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-06-11,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-06-18,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-06-20,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-06-24,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-06-25,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-06-26,0,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-06-27,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-06-29,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-07-02,0,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-07-15,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-07-16,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-07-17,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-07-18,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-07-21,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-07-23,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-07-25,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-07-30,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-03,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-06,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-07,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-08,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-09,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-10,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-11,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-12,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-13,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-14,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-15,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-16,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-19,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-20,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-21,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-22,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-27,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-29,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-08-31,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-09-01,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-09-02,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-09-03,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-09-04,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-09-10,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-09-11,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-09-29,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-09-30,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-10-01,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-10-02,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-10-03,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-10-04,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-10-08,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-11-05,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-11-16,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-11-23,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-11-24,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2024-12-07,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-01-09,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-01-11,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-01-15,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-01-18,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-02-12,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-02-17,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-02-23,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-02-24,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-02-27,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-02-28,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-03-02,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-03-04,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-03-05,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-03-07,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-03-20,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-06-02,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-06-03,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-06-04,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-06-07,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-06-09,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-06-12,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-06-16,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-06-17,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-06-18,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-06-19,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-06-22,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-06-23,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-06-25,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-06-30,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-07-02,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-07-07,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-07-08,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-07-16,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-07-23,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-07-25,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-07-28,1,,,,Build
Badminton | Squash | Volleyball | Yoga | Bouldering | Run l Long walking,2025-07-30,1,,,,Build
Push ups,2023-02-09,20,,,,Build
Push ups,2023-02-14,20,,,,Build
Push ups,2023-02-15,20,,,,Build
Push ups,2023-02-16,20,,,,Build
Push ups,2023-02-17,20,,,,Build
Push ups,2023-02-18,20,,,,Build
Push ups,2023-02-22,20,,,,Build
Push ups,2023-02-23,20,,,,Build
Push ups,2023-02-24,40,,,,Build
Push ups,2023-02-25,20,,,,Build
Push ups,2023-02-26,20,,,,Build
Push ups,2023-02-27,20,,,,Build
Push ups,2023-02-28,20,,,,Build
Push ups,2023-03-01,20,,,,Build
Push ups,2023-03-02,20,,,,Build
Push ups,2023-03-03,25,,,,Build
Push ups,2023-03-05,20,,,,Build
Push ups,2023-03-07,20,,,,Build
Push ups,2023-03-08,20,,,,Build
Push ups,2023-03-09,20,,,,Build
Push ups,2023-03-10,40,,,,Build
Push ups,2023-03-11,45,,,,Build
Push ups,2023-03-12,20,,,,Build
Push ups,2023-03-13,20,,,,Build
Push ups,2023-03-14,20,,,,Build
Push ups,2023-03-19,20,,,,Build
Push ups,2023-03-20,20,,,,Build
Push ups,2023-03-21,20,,,,Build
Push ups,2023-03-22,40,,,,Build
Push ups,2023-03-23,20,,,,Build
Push ups,2023-03-24,20,,,,Build
Push ups,2023-03-25,20,,,,Build
Push ups,2023-03-26,20,,,,Build
Push ups,2023-03-27,50,,,,Build
Push ups,2023-03-28,20,,,,Build
Push ups,2023-03-29,50,,,,Build
Push ups,2023-03-30,50,,,,Build
Push ups,2023-03-31,20,,,,Build
Push ups,2023-04-02,25,,,,Build
Push ups,2023-04-03,25,,,,Build
Push ups,2023-04-04,55,,,,Build
Push ups,2023-04-05,55,,,,Build
Push ups,2023-04-06,25,,,,Build
Push ups,2023-04-07,25,,,,Build
Push ups,2023-04-08,25,,,,Build
Push ups,2023-04-09,25,,,,Build
Push ups,2023-04-10,25,,,,Build
Push ups,2023-04-11,25,,,,Build
Push ups,2023-04-12,25,,,,Build
Push ups,2023-04-13,25,,,,Build
Push ups,2023-04-14,25,,,,Build
Push ups,2023-04-15,25,,,,Build
Push ups,2023-04-16,25,,,,Build
Push ups,2023-04-17,25,,,,Build
Push ups,2023-04-18,25,,,,Build
Push ups,2023-04-19,25,,,,Build
Push ups,2023-04-20,25,,,,Build
Push ups,2023-04-21,25,,,,Build
Push ups,2023-04-22,25,,,,Build
Push ups,2023-04-23,25,,,,Build
Push ups,2023-04-24,25,,,,Build
Push ups,2023-04-25,25,,,,Build
Push ups,2023-04-26,25,,,,Build
Push ups,2023-04-27,25,,,,Build
Push ups,2023-04-28,55,,,,Build
Push ups,2023-04-29,25,,,,Build
Push ups,2023-04-30,25,,,,Build
Push ups,2023-05-01,30,,,,Build
Push ups,2023-05-02,30,,,,Build
Push ups,2023-05-03,50,,,,Build
Push ups,2023-05-04,30,,,,Build
Push ups,2023-05-05,30,,,,Build
Push ups,2023-05-06,30,,,,Build
Push ups,2023-05-07,30,,,,Build
Push ups,2023-05-08,30,,,,Build
Push ups,2023-05-09,30,,,,Build
Push ups,2023-05-10,30,,,,Build
Push ups,2023-05-11,30,,,,Build
Push ups,2023-05-12,30,,,,Build
Push ups,2023-05-13,30,,,,Build
Push ups,2023-05-14,30,,,,Build
Push ups,2023-05-15,30,,,,Build
Push ups,2023-05-16,30,,,,Build
Push ups,2023-05-17,30,,,,Build
Push ups,2023-05-18,30,,,,Build
Push ups,2023-05-19,30,,,,Build
Push ups,2023-05-20,30,,,,Build
Push ups,2023-05-21,30,,,,Build
Push ups,2023-05-22,30,,,,Build
Push ups,2023-05-23,30,,,,Build
Push ups,2023-05-24,30,,,,Build
Push ups,2023-05-25,30,,,,Build
Push ups,2023-05-26,30,,,,Build
Push ups,2023-05-27,30,,,,Build
Push ups,2023-05-28,30,,,,Build
Push ups,2023-05-29,30,,,,Build
Push ups,2023-05-30,30,,,,Build
Push ups,2023-05-31,30,,,,Build
Push ups,2023-06-01,30,,,,Build
Push ups,2023-06-02,30,,,,Build
Push ups,2023-06-03,30,,,,Build
Push ups,2023-06-04,30,,,,Build
Push ups,2023-06-05,30,,,,Build
Push ups,2023-06-06,30,,,,Build
Push ups,2023-06-07,30,,,,Build
Push ups,2023-06-08,30,,,,Build
Push ups,2023-06-09,30,,,,Build
Push ups,2023-06-10,30,,,,Build
Push ups,2023-06-11,30,,,,Build
Push ups,2023-06-12,30,,,,Build
Push ups,2023-06-12,30,,,,Build
Push ups,2023-06-13,0,,,,Build
Push ups,2023-06-21,30,,,,Build
Push ups,2023-06-22,30,,,,Build
Push ups,2023-06-27,30,,,,Build
Push ups,2023-07-06,10,,,,Build
Push ups,2023-07-07,15,,,,Build
Push ups,2023-07-10,20,,,,Build
Push ups,2023-07-22,20,,,,Build
Push ups,2023-07-23,20,,,,Build
Push ups,2023-07-27,15,,,,Build
Push ups,2023-08-06,10,,,,Build
Push ups,2023-08-07,15,,,,Build
Push ups,2023-08-08,20,,,,Build
Push ups,2023-08-15,10,,,,Build
Push ups,2023-08-24,20,,,,Build
Push ups,2023-08-31,20,,,,Build
Push ups,2023-09-18,20,,,,Build
Push ups,2023-09-24,10,,,,Build
Push ups,2023-09-25,20,,,,Build
Push ups,2023-09-26,20,,,,Build
Push ups,2023-09-28,20,,,,Build
Push ups,2023-09-30,20,,,,Build
Push ups,2023-10-03,20,,,,Build
Push ups,2023-10-13,15,,,,Build
Push ups,2024-02-06,10,,,,Build
Push ups,2024-02-07,10,,,,Build
Push ups,2024-02-10,15,,,,Build
Push ups,2024-02-12,20,,,,Build
Push ups,2024-02-13,5,,,,Build
Push ups,2024-02-15,5,,,,Build
Push ups,2024-02-19,5,,,,Build
Push ups,2024-02-23,5,,,,Build
Push ups,2024-02-26,10,,,,Build
Push ups,2024-02-27,10,,,,Build
Push ups,2024-02-29,15,,,,Build
Push ups,2024-03-30,10,,,,Build
Push ups,2024-03-31,10,,,,Build
Push ups,2024-04-01,15,,,,Build
Push ups,2024-04-02,15,,,,Build
Push ups,2024-04-03,15,,,,Build
Push ups,2024-04-04,15,,,,Build
Push ups,2024-04-05,15,,,,Build
Push ups,2024-04-06,15,,,,Build
Push ups,2024-04-07,20,,,,Build
Push ups,2024-04-08,20,,,,Build
Push ups,2024-04-09,20,,,,Build
Push ups,2024-04-10,20,,,,Build
Push ups,2024-04-11,20,,,,Build
Push ups,2024-04-12,20,,,,Build
Push ups,2024-04-13,20,,,,Build
Push ups,2024-04-14,20,,,,Build
Push ups,2024-04-15,20,,,,Build
Push ups,2024-04-16,20,,,,Build
Push ups,2024-04-17,20,,,,Build
Push ups,2024-04-18,20,,,,Build
Push ups,2024-04-19,20,,,,Build
Push ups,2024-04-20,20,,,,Build
Push ups,2024-04-21,20,,,,Build
Push ups,2024-04-22,20,,,,Build
Push ups,2024-04-23,40,,,,Build
Push ups,2024-04-24,20,,,,Build
Push ups,2024-04-25,50,,,,Build
Push ups,2024-04-26,20,,,,Build
Push ups,2024-04-27,20,,,,Build
Push ups,2024-04-28,20,,,,Build
Push ups,2024-04-29,20,,,,Build
Push ups,2024-04-30,50,,,,Build
Push ups,2024-05-01,20,,,,Build
Push ups,2024-05-02,40,,,,Build
Push ups,2024-05-03,20,,,,Build
Push ups,2024-05-04,20,,,,Build
Push ups,2024-05-06,20,,,,Build
Push ups,2024-05-07,20,,,,Build
Push ups,2024-05-08,5,,,,Build
Push ups,2024-05-14,10,,,,Build
Push ups,2024-05-15,15,,,,Build
Push ups,2024-05-16,15,,,,Build
Push ups,2024-05-17,20,,,,Build
Push ups,2024-05-21,30,,,,Build
Push ups,2024-05-28,45,,,,Build
Push ups,2024-06-06,10,,,,Build
Push ups,2024-06-11,20,,,,Build
Push ups,2024-06-18,30,,,,Build
Push ups,2024-06-20,25,,,,Build
Push ups,2024-06-21,10,,,,Build
Push ups,2024-06-22,10,,,,Build
Push ups,2024-06-23,15,,,,Build
Push ups,2024-06-24,20,,,,Build
Push ups,2024-06-25,37,,,,Build
Push ups,2024-06-26,0,,,,Build
Push ups,2024-06-27,65,,,,Build
Push ups,2024-06-28,20,,,,Build
Push ups,2024-07-08,30,,,,Build
Push ups,2024-07-09,40,,,,Build
Push ups,2024-07-10,20,,,,Build
Push ups,2024-07-11,20,,,,Build
Push ups,2024-07-12,20,,,,Build
Push ups,2024-07-13,20,,,,Build
Push ups,2024-07-14,20,,,,Build
Push ups,2024-07-15,25,,,,Build
Push ups,2024-07-16,25,,,,Build
Push ups,2024-07-17,20,,,,Build
Push ups,2024-07-18,20,,,,Build
Push ups,2024-07-22,10,,,,Build
Push ups,2024-07-23,50,,,,Build
Push ups,2024-07-24,20,,,,Build
Push ups,2024-07-25,20,,,,Build
Push ups,2024-07-26,20,,,,Build
Push ups,2024-07-27,10,,,,Build
Push ups,2024-07-28,10,,,,Build
Push ups,2024-07-29,10,,,,Build
Push ups,2024-07-30,10,,,,Build
Push ups,2024-07-31,20,,,,Build
Push ups,2024-08-01,20,,,,Build
Push ups,2024-08-02,20,,,,Build
Push ups,2024-08-03,20,,,,Build
Push ups,2024-08-04,20,,,,Build
Push ups,2024-08-05,20,,,,Build
Push ups,2024-08-06,20,,,,Build
Push ups,2024-08-07,20,,,,Build
Push ups,2024-08-08,40,,,,Build
Push ups,2024-08-09,20,,,,Build
Push ups,2024-08-10,20,,,,Build
Push ups,2024-08-12,20,,,,Build
Push ups,2024-08-13,20,,,,Build
Push ups,2024-08-17,15,,,,Build
Push ups,2024-08-19,20,,,,Build
Push ups,2024-08-20,45,,,,Build
Push ups,2024-08-21,45,,,,Build
Push ups,2024-08-22,30,,,,Build
Push ups,2024-08-27,35,,,,Build
Push ups,2024-08-29,50,,,,Build
Push ups,2024-08-30,5,,,,Build
Push ups,2024-09-03,5,,,,Build
Push ups,2024-11-16,10,,,,Build
Push ups,2024-11-23,10,,,,Build
Push ups,2024-12-05,10,,,,Build
Push ups,2024-12-09,10,,,,Build
Push ups,2024-12-10,10,,,,Build
Push ups,2024-12-31,10,,,,Build
Push ups,2025-01-01,10,,,,Build
Push ups,2025-01-02,10,,,,Build
Push ups,2025-01-03,10,,,,Build
Push ups,2025-01-04,10,,,,Build
Push ups,2025-01-05,15,,,,Build
Push ups,2025-01-06,15,,,,Build
Push ups,2025-01-07,15,,,,Build
Push ups,2025-01-08,15,,,,Build
Push ups,2025-01-09,10,,,,Build
Push ups,2025-01-10,15,,,,Build
Push ups,2025-01-11,15,,,,Build
Push ups,2025-01-12,15,,,,Build
Push ups,2025-01-13,15,,,,Build
Push ups,2025-01-13,15,,,,Build
Push ups,2025-01-15,30,,,,Build
Push ups,2025-01-16,15,,,,Build
Push ups,2025-01-17,15,,,,Build
Push ups,2025-01-17,15,,,,Build
Push ups,2025-02-18,10,,,,Build
Push ups,2025-02-22,10,,,,Build
Push ups,2025-02-27,10,,,,Build
Push ups,2025-05-27,10,,,,Build
Push ups,2025-05-29,10,,,,Build
Push ups,2025-05-30,10,,,,Build
Push ups,2025-05-31,10,,,,Build
Push ups,2025-06-02,10,,,,Build
Push ups,2025-06-04,10,,,,Build
Push ups,2025-06-09,10,,,,Build
Push ups,2025-06-17,10,,,,Build
Push ups,2025-06-18,10,,,,Build
Push ups,2025-07-07,11,,,,Build
Push ups,2025-07-08,10,,,,Build
Push ups,2025-07-28,10,,,,Build
Plank,2023-02-08,40,sec,,,Build
Plank,2023-02-09,40,sec,,,Build
Plank,2023-02-14,40,sec,,,Build
Plank,2023-02-15,45,sec,,,Build
Plank,2023-02-16,45,sec,,,Build
Plank,2023-02-17,47,sec,,,Build
Plank,2023-02-18,60,sec,,,Build
Plank,2023-02-22,60,sec,,,Build
Plank,2023-02-23,60,sec,,,Build
Plank,2023-02-24,120,sec,,,Build
Plank,2023-02-25,60,sec,,,Build
Plank,2023-02-26,60,sec,,,Build
Plank,2023-02-27,60,sec,,,Build
Plank,2023-02-28,60,sec,,,Build
Plank,2023-03-01,60,sec,,,Build
Plank,2023-03-02,75,sec,,,Build
Plank,2023-03-03,75,sec,,,Build
Plank,2023-03-05,75,sec,,,Build
Plank,2023-03-07,75,sec,,,Build
Plank,2023-03-08,75,sec,,,Build
Plank,2023-03-09,75,sec,,,Build
Plank,2023-03-10,150,sec,,,Build
Plank,2023-03-11,150,sec,,,Build
Plank,2023-03-12,75,sec,,,Build
Plank,2023-03-13,75,sec,,,Build
Plank,2023-03-14,75,sec,,,Build
Plank,2023-03-19,75,sec,,,Build
Plank,2023-03-20,75,sec,,,Build
Plank,2023-03-21,75,sec,,,Build
Plank,2023-03-22,165,sec,,,Build
Plank,2023-03-23,90,sec,,,Build
Plank,2023-03-24,90,sec,,,Build
Plank,2023-03-25,90,sec,,,Build
Plank,2023-03-26,90,sec,,,Build
Plank,2023-03-27,90,sec,,,Build
Plank,2023-03-28,90,sec,,,Build
Plank,2023-03-29,180,sec,,,Build
